id,shop_id,author,text,rating,date,source,created_at
281,67,"Thuy Le
4 bài đánh giá · 1 ảnh






2 tháng trước
Tôi ghé cửa hàng PNJ 359 Phan Châu Trinh và đc bạn nhân viên Thuỳ Ngân hỗ trợ rất nhiệt tình, chu đáo. Mẫu mã SP đa dạng, đẹp. Lần tới mua hàng tôi sẽ ghé lại đây ủng hộ PNJ
P/s: nv bảo vệ cũng niềm nở, đón chào khách => 5*

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 2 tháng trước
Chân thành cảm ơn sự đóng góp ý kiến của quý khách hàng. Đây là nguồn động lực lớn giúp PNJ 359 Phan Châu Trinh Đà Nẵng hoàn thiện hơn trong công tác phục vụ khách hàng ạ, Rất mong được phục vụ quý khách trong thời gian tới","Tôi ghé cửa hàng PNJ 359 Phan Châu Trinh và đc bạn nhân viên Thuỳ Ngân hỗ trợ rất nhiệt tình, chu đáo. Mẫu mã SP đa dạng, đẹp. Lần tới mua hàng tôi sẽ ghé lại đây ủng hộ PNJ
P/s: nv bảo vệ cũng niềm nở, đón chào khách => 5*",5.0,2 tháng trước,google_maps,2026-03-14 08:38:05
282,67,"Thy Lê
7 bài đánh giá · 6 ảnh






2 tuần trước
MỚI
Tư vấn chuyên nghiệp, nhiệt tình . Các bạn nữ nhân viên xinh xắn , chỉnh chu

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một tuần trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn.""","Tư vấn chuyên nghiệp, nhiệt tình . Các bạn nữ nhân viên xinh xắn , chỉnh chu",5.0,2 tuần trước,google_maps,2026-03-14 08:38:05
283,67,"Thy Lê
7 bài đánh giá · 6 ảnh






2 tuần trước
MỚI
Tư vấn chuyên nghiệp, nhiệt tình . Các bạn nữ nhân viên xinh xắn , chỉnh chu

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một tuần trước
Mến chào Quý khách,
Cảm ơn Quý khách đã tin tưởng và ủng hộ PNJ. PNJ rất mong được tiếp tục phục vụ Quý khách trong thời gian tới.
Xin chân thành cảm ơn.""","Tư vấn chuyên nghiệp, nhiệt tình . Các bạn nữ nhân viên xinh xắn , chỉnh chu",5.0,2 tuần trước,google_maps,2026-03-14 08:38:05
284,67,"Kiều Nguyễn
1 bài đánh giá · 1 ảnh






5 tháng trước
Cửa hàng có rất nhiều mẫu mã đẹp, nhân viên tư vấn tận tâm nhiệt tình vui vẻ. Mình rất thích bạn Sang, rất nhiệt tình tư vấn cho mình và trò chuyện vui vẻ . Điều đó khiến cho mình rất hài lòng. Mình rất thích cửa hàng và sẽ quay lại. THANKS.

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu 5 tháng trước
Chân thành cảm ơn sự đóng góp ý kiến của quý khách hàng. Đây là nguồn động lực lớn giúp PNJ 359 Phan Châu Trinh Đà Nẵng hoàn thiện hơn trong công tác phục vụ khách hàng ạ, Rất mong được phục vụ quý khách trong thời gian tới","Cửa hàng có rất nhiều mẫu mã đẹp, nhân viên tư vấn tận tâm nhiệt tình vui vẻ. Mình rất thích bạn Sang, rất nhiệt tình tư vấn cho mình và trò chuyện vui vẻ . Điều đó khiến cho mình rất hài lòng. Mình rất thích cửa hàng và sẽ quay lại. THANKS.",5.0,5 tháng trước,google_maps,2026-03-14 08:38:05
285,68,"duy thanh Hoang
6 bài đánh giá · 2 ảnh






5 tháng trước
Ko giao dịch bán ra chỉ bán trang sức. Lý do dân ko bán nên ko có hàng bán ra. 😆 …

Thích

Chia sẻ",Ko giao dịch bán ra chỉ bán trang sức. Lý do dân ko bán nên ko có hàng bán ra. 😆 …,1.0,5 tháng trước,google_maps,2026-03-14 08:38:09
286,68,"duy thanh Hoang
6 bài đánh giá · 2 ảnh






5 tháng trước
Ko giao dịch bán ra chỉ bán trang sức. Lý do dân ko bán nên ko có hàng bán ra. 😆 …

Thích

Chia sẻ",Ko giao dịch bán ra chỉ bán trang sức. Lý do dân ko bán nên ko có hàng bán ra. 😆 …,1.0,5 tháng trước,google_maps,2026-03-14 08:38:09
287,68,"Quân Lương
Local Guide · 206 bài đánh giá · 660 ảnh






9 tháng trước
Dù là chi nhánh của SJC và lúc nào cũng đông khách do nhu cầu vàng cao, nhưng cách phục vụ ở đây thật sự gây thất vọng.

Nhân viên thiếu chuyên nghiệp: giao tiếp với khách mà không thèm nhìn mặt, thái độ lạnh nhạt, thiếu tôn trọng.

Cách ăn mặc cũng không chỉn chu, áo thì bỏ ngoài quần, mang dép xỏ ngón, tạo cảm giác thiếu nghiêm túc và không phù hợp với một thương hiệu lớn như SJC.

1

Chia sẻ","Dù là chi nhánh của SJC và lúc nào cũng đông khách do nhu cầu vàng cao, nhưng cách phục vụ ở đây thật sự gây thất vọng.

Nhân viên thiếu chuyên nghiệp: giao tiếp với khách mà không thèm nhìn mặt, thái độ lạnh nhạt, thiếu tôn trọng.

Cách ăn mặc cũng không chỉn chu, áo thì bỏ ngoài quần, mang dép xỏ ngón, tạo cảm giác thiếu nghiêm túc và không phù hợp với một thương hiệu lớn như SJC.",1.0,9 tháng trước,google_maps,2026-03-14 08:38:09
288,68,"Quân Lương
Local Guide · 206 bài đánh giá · 660 ảnh






9 tháng trước
Dù là chi nhánh của SJC và lúc nào cũng đông khách do nhu cầu vàng cao, nhưng cách phục vụ ở đây thật sự gây thất vọng.

Nhân viên thiếu chuyên nghiệp: giao tiếp với khách mà không thèm nhìn mặt, thái độ lạnh nhạt, thiếu tôn trọng.

Cách ăn mặc cũng không chỉn chu, áo thì bỏ ngoài quần, mang dép xỏ ngón, tạo cảm giác thiếu nghiêm túc và không phù hợp với một thương hiệu lớn như SJC.

1

Chia sẻ","Dù là chi nhánh của SJC và lúc nào cũng đông khách do nhu cầu vàng cao, nhưng cách phục vụ ở đây thật sự gây thất vọng.

Nhân viên thiếu chuyên nghiệp: giao tiếp với khách mà không thèm nhìn mặt, thái độ lạnh nhạt, thiếu tôn trọng.

Cách ăn mặc cũng không chỉn chu, áo thì bỏ ngoài quần, mang dép xỏ ngón, tạo cảm giác thiếu nghiêm túc và không phù hợp với một thương hiệu lớn như SJC.",1.0,9 tháng trước,google_maps,2026-03-14 08:38:09
289,68,"bich tram dang
Local Guide · 14 bài đánh giá · 10 ảnh






một năm trước
Thái độ nhân viên bán hàng quá kém. Nói chuyện với khách mắt cứ trợn dọc lên. Thương hiệu quốc gia hèn gì cứ trịch thượng như vậy.

Thích

Chia sẻ",Thái độ nhân viên bán hàng quá kém. Nói chuyện với khách mắt cứ trợn dọc lên. Thương hiệu quốc gia hèn gì cứ trịch thượng như vậy.,1.0,một năm trước,google_maps,2026-03-14 08:38:09
290,70,"Nhat Vo
1 bài đánh giá






4 tháng trước
Mình đã ghé nhiều lần, rất hài lòng về sản phẩm của PNJ. Các bạn tư vấn viên rất chu đáo, mình ấn tượng với bạn Tin dễ thương và tận tình

Thích

Chia sẻ","Mình đã ghé nhiều lần, rất hài lòng về sản phẩm của PNJ. Các bạn tư vấn viên rất chu đáo, mình ấn tượng với bạn Tin dễ thương và tận tình",5.0,4 tháng trước,google_maps,2026-03-14 08:38:18
291,70,"Nhat Vo
1 bài đánh giá






4 tháng trước
Mình đã ghé nhiều lần, rất hài lòng về sản phẩm của PNJ. Các bạn tư vấn viên rất chu đáo, mình ấn tượng với bạn Tin dễ thương và tận tình

Thích

Chia sẻ","Mình đã ghé nhiều lần, rất hài lòng về sản phẩm của PNJ. Các bạn tư vấn viên rất chu đáo, mình ấn tượng với bạn Tin dễ thương và tận tình",5.0,4 tháng trước,google_maps,2026-03-14 08:38:18
292,70,"Quyên Đoàn
Local Guide · 11 bài đánh giá · 11 ảnh






4 tháng trước
Cửa hàng đẹp chị Hoài Nhi tư vấn nhiệt tình vui vẻ trang sức sáng đẹp sẽ quay lại cùng bạn bè và gia đình

Thích

Chia sẻ",Cửa hàng đẹp chị Hoài Nhi tư vấn nhiệt tình vui vẻ trang sức sáng đẹp sẽ quay lại cùng bạn bè và gia đình,5.0,4 tháng trước,google_maps,2026-03-14 08:38:18
293,70,"Quyên Đoàn
Local Guide · 11 bài đánh giá · 11 ảnh






4 tháng trước
Cửa hàng đẹp chị Hoài Nhi tư vấn nhiệt tình vui vẻ trang sức sáng đẹp sẽ quay lại cùng bạn bè và gia đình

Thích

Chia sẻ",Cửa hàng đẹp chị Hoài Nhi tư vấn nhiệt tình vui vẻ trang sức sáng đẹp sẽ quay lại cùng bạn bè và gia đình,5.0,4 tháng trước,google_maps,2026-03-14 08:38:18
294,70,"Vy Lưu
Local Guide · 13 bài đánh giá · 20 ảnh






một năm trước
Đây là lần đầu tiên mình mua hàng ở PNJ, cảm nhận được sự thân thiện và mến khách của bạn Hiền, bạn tư vấn rất nhiệt tình, mình được thử nhiều mẫu và lựa chọn đúng cái mình iu thích. Chúc bạn Hiền và đội ngũ nv PNJ sẽ luôn như vậy để đảm bảo sự hài lòng của khách hàng 💓💓Nếu có dịp mình sẽ quay lại 🤗🤗😘😘 …

Thích

Chia sẻ
Thông tin phản hồi từ chủ sở hữu một năm trước
Cảm ơn quý khách đã mua sắm và để lại nhận xét tuyệt vời cho cửa hàng và nhân viên. Hẹn gặp lại quý khách trong các dịp mua sắm tiếp theo. Trân trọng cảm ơn quý khách!
(Thu Trang - Quản lý cửa hàng)","Đây là lần đầu tiên mình mua hàng ở PNJ, cảm nhận được sự thân thiện và mến khách của bạn Hiền, bạn tư vấn rất nhiệt tình, mình được thử nhiều mẫu và lựa chọn đúng cái mình iu thích. Chúc bạn Hiền và đội ngũ nv PNJ sẽ luôn như vậy để đảm bảo sự hài lòng của khách hàng 💓💓Nếu có dịp mình sẽ quay lại 🤗🤗😘😘 …",5.0,một năm trước,google_maps,2026-03-14 08:38:18
295,71,"tin nguyen
2 bài đánh giá · 2 ảnh






4 năm trước
Dịch vụ tận tâm, nhân viên tư vấn vui tính

1

Chia sẻ","Dịch vụ tận tâm, nhân viên tư vấn vui tính",5.0,4 năm trước,google_maps,2026-03-14 08:38:22
296,71,"tin nguyen
2 bài đánh giá · 2 ảnh






4 năm trước
Dịch vụ tận tâm, nhân viên tư vấn vui tính

1

Chia sẻ","Dịch vụ tận tâm, nhân viên tư vấn vui tính",5.0,4 năm trước,google_maps,2026-03-14 08:38:22
297,72,"ngân Nguyễn
1 bài đánh giá · 5 ảnh






2 tháng trước
Nên né . Thái độ vs thu mua ko rỏ ràng bán là lổ

Thích

Chia sẻ",Nên né . Thái độ vs thu mua ko rỏ ràng bán là lổ,1.0,2 tháng trước,google_maps,2026-03-14 08:38:26
298,72,"ngân Nguyễn
1 bài đánh giá · 5 ảnh






2 tháng trước
Nên né . Thái độ vs thu mua ko rỏ ràng bán là lổ

Thích

Chia sẻ",Nên né . Thái độ vs thu mua ko rỏ ràng bán là lổ,1.0,2 tháng trước,google_maps,2026-03-14 08:38:26
299,72,"thi Trinh Nguyen
3 bài đánh giá · 2 ảnh






một năm trước
Mọi lần trước mua hàng nhân viên rất ok. 3 lần sau ghé mua vàng nhân viên rất thái độ, đổi vàng thì khó chịu, mua vàng thử cũng khó chịu. Từ nay gia đình sẽ không bao ghé Tâm Thịnh Lợi lần nào nữa. Rất rất rất tệ. Cả một cửa hàng lớn mà lại tuyển nhân viên không ra gì

Thích

Chia sẻ","Mọi lần trước mua hàng nhân viên rất ok. 3 lần sau ghé mua vàng nhân viên rất thái độ, đổi vàng thì khó chịu, mua vàng thử cũng khó chịu. Từ nay gia đình sẽ không bao ghé Tâm Thịnh Lợi lần nào nữa. Rất rất rất tệ. Cả một cửa hàng lớn mà lại tuyển nhân viên không ra gì",1.0,một năm trước,google_maps,2026-03-14 08:38:26
300,72,"thi Trinh Nguyen
3 bài đánh giá · 2 ảnh






một năm trước
Mọi lần trước mua hàng nhân viên rất ok. 3 lần sau ghé mua vàng nhân viên rất thái độ, đổi vàng thì khó chịu, mua vàng thử cũng khó chịu. Từ nay gia đình sẽ không bao ghé Tâm Thịnh Lợi lần nào nữa. Rất rất rất tệ. Cả một cửa hàng lớn mà lại tuyển nhân viên không ra gì

Thích

Chia sẻ","Mọi lần trước mua hàng nhân viên rất ok. 3 lần sau ghé mua vàng nhân viên rất thái độ, đổi vàng thì khó chịu, mua vàng thử cũng khó chịu. Từ nay gia đình sẽ không bao ghé Tâm Thịnh Lợi lần nào nữa. Rất rất rất tệ. Cả một cửa hàng lớn mà lại tuyển nhân viên không ra gì",1.0,một năm trước,google_maps,2026-03-14 08:38:26
301,72,"Phan Mai
11 bài đánh giá · 2 ảnh






6 tháng trước
sẽ k mua ở đây lần nào nữa, bị sợ

Thích

Chia sẻ","sẽ k mua ở đây lần nào nữa, bị sợ",1.0,6 tháng trước,google_maps,2026-03-14 08:38:26
302,73,"Mikhail Gladyshev
9 bài đánh giá · 2 ảnh






10 tháng trước
Mọi thứ đều tuyệt vời
Bản dịch của Google ・ Xem bản gốc (Tiếng Nga)

Thích

Chia sẻ",Mọi thứ đều tuyệt vời,5.0,10 tháng trước,google_maps,2026-03-14 08:38:30
303,73,"Mikhail Gladyshev
9 bài đánh giá · 2 ảnh






10 tháng trước
Mọi thứ đều tuyệt vời
Bản dịch của Google ・ Xem bản gốc (Tiếng Nga)

Thích

Chia sẻ",Mọi thứ đều tuyệt vời,5.0,10 tháng trước,google_maps,2026-03-14 08:38:30
304,73,"Gia sư Đức
Local Guide · 8 bài đánh giá · 5 ảnh






2 năm trước
Không
Bản dịch của Google ・ Xem bản gốc (Tiếng Italy)

Thích

Chia sẻ",Không,1.0,2 năm trước,google_maps,2026-03-14 08:38:30
305,73,"Gia sư Đức
Local Guide · 8 bài đánh giá · 5 ảnh






2 năm trước
Không
Bản dịch của Google ・ Xem bản gốc (Tiếng Italy)

Thích

Chia sẻ",Không,1.0,2 năm trước,google_maps,2026-03-14 08:38:30
306,74,"Sami N
Local Guide · 113 bài đánh giá · 694 ảnh






2 tuần trước
MỚI
Cửa hàng trang sức Doji khang trang, sang trọng & sáng đẹp lại nằm ở khu vực trung tâm nên thuận tiện đi lại và mua sắm.
Nhân viên thân thiện, nhiệt tình
Đồ trang sức nhiều mẫu mã đẹp lắm ạ!
Lúc mình mua ko có hàng sẵn là cửa hàng hỗ trợ bay ship hàng về gấp để kịp cho mình luôn nè!
Hy vọng Doji sẽ ngày càng phát triển, thiết kế ra nhiều mẫu đẹp mọi người đến tham quan & mua sắm nha!
+6 mục khác

Thích

Chia sẻ","Cửa hàng trang sức Doji khang trang, sang trọng & sáng đẹp lại nằm ở khu vực trung tâm nên thuận tiện đi lại và mua sắm.
Nhân viên thân thiện, nhiệt tình
Đồ trang sức nhiều mẫu mã đẹp lắm ạ!
Lúc mình mua ko có hàng sẵn là cửa hàng hỗ trợ bay ship hàng về gấp để kịp cho mình luôn nè!
Hy vọng Doji sẽ ngày càng phát triển, thiết kế ra nhiều mẫu đẹp mọi người đến tham quan & mua sắm nha!",5.0,2 tuần trước,google_maps,2026-03-14 08:38:35
307,74,"Sami N
Local Guide · 113 bài đánh giá · 694 ảnh






2 tuần trước
MỚI
Cửa hàng trang sức Doji khang trang, sang trọng & sáng đẹp lại nằm ở khu vực trung tâm nên thuận tiện đi lại và mua sắm.
Nhân viên thân thiện, nhiệt tình
Đồ trang sức nhiều mẫu mã đẹp lắm ạ!
Lúc mình mua ko có hàng sẵn là cửa hàng hỗ trợ bay ship hàng về gấp để kịp cho mình luôn nè!
Hy vọng Doji sẽ ngày càng phát triển, thiết kế ra nhiều mẫu đẹp mọi người đến tham quan & mua sắm nha!
+6 mục khác

Thích

Chia sẻ","Cửa hàng trang sức Doji khang trang, sang trọng & sáng đẹp lại nằm ở khu vực trung tâm nên thuận tiện đi lại và mua sắm.
Nhân viên thân thiện, nhiệt tình
Đồ trang sức nhiều mẫu mã đẹp lắm ạ!
Lúc mình mua ko có hàng sẵn là cửa hàng hỗ trợ bay ship hàng về gấp để kịp cho mình luôn nè!
Hy vọng Doji sẽ ngày càng phát triển, thiết kế ra nhiều mẫu đẹp mọi người đến tham quan & mua sắm nha!",5.0,2 tuần trước,google_maps,2026-03-14 08:38:35
308,74,"Dung Tran
3 bài đánh giá · 3 ảnh






2 tuần trước
MỚI
Ngày vía thần tài nên cũng xon xen đi mua vàng lấy vía, trộm vía cửa hàng đông nghịt nhưng vẫn mua đc và thủ tục nhanh chóng không phải xếp hàng quá lâu, mấy bạn tư vấn nhiệt tình và ko làm tôi thất vọng hihiii

Thích

Chia sẻ","Ngày vía thần tài nên cũng xon xen đi mua vàng lấy vía, trộm vía cửa hàng đông nghịt nhưng vẫn mua đc và thủ tục nhanh chóng không phải xếp hàng quá lâu, mấy bạn tư vấn nhiệt tình và ko làm tôi thất vọng hihiii",5.0,2 tuần trước,google_maps,2026-03-14 08:38:35
309,74,"Dung Tran
3 bài đánh giá · 3 ảnh






2 tuần trước
MỚI
Ngày vía thần tài nên cũng xon xen đi mua vàng lấy vía, trộm vía cửa hàng đông nghịt nhưng vẫn mua đc và thủ tục nhanh chóng không phải xếp hàng quá lâu, mấy bạn tư vấn nhiệt tình và ko làm tôi thất vọng hihiii

Thích

Chia sẻ","Ngày vía thần tài nên cũng xon xen đi mua vàng lấy vía, trộm vía cửa hàng đông nghịt nhưng vẫn mua đc và thủ tục nhanh chóng không phải xếp hàng quá lâu, mấy bạn tư vấn nhiệt tình và ko làm tôi thất vọng hihiii",5.0,2 tuần trước,google_maps,2026-03-14 08:38:35
310,74,"huynh nhung
2 bài đánh giá · 1 ảnh






2 tuần trước
MỚI
Nhân viên tư vấn rất nhiệt tình và chuyên nghiệp. Sản phẩm đẹp, mẫu mã đa dạng, không gian cửa hàng sang trọng và sạch sẽ. Rất hài lòng khi mua sắm tại DOJI Đà Nẵng, chắc chắn sẽ quay lại!

Thích

Chia sẻ","Nhân viên tư vấn rất nhiệt tình và chuyên nghiệp. Sản phẩm đẹp, mẫu mã đa dạng, không gian cửa hàng sang trọng và sạch sẽ. Rất hài lòng khi mua sắm tại DOJI Đà Nẵng, chắc chắn sẽ quay lại!",5.0,2 tuần trước,google_maps,2026-03-14 08:38:35
311,75,"Nhân Lofi
2 bài đánh giá






3 tháng trước
Bạn Linh tư vấn nhiệt tình, dễ thương

Thích

Chia sẻ","Bạn Linh tư vấn nhiệt tình, dễ thương",5.0,3 tháng trước,google_maps,2026-03-14 08:38:39
312,75,"Nhân Lofi
2 bài đánh giá






3 tháng trước
Bạn Linh tư vấn nhiệt tình, dễ thương

Thích

Chia sẻ","Bạn Linh tư vấn nhiệt tình, dễ thương",5.0,3 tháng trước,google_maps,2026-03-14 08:38:39
313,75,"Nguyễn Văn Hoàng
2 bài đánh giá · 1 ảnh






một tháng trước
Dịch vụ tốt

Thích

Chia sẻ",Dịch vụ tốt,5.0,một tháng trước,google_maps,2026-03-14 08:38:39
314,75,"Nguyễn Văn Hoàng
2 bài đánh giá · 1 ảnh






một tháng trước
Dịch vụ tốt

Thích

Chia sẻ",Dịch vụ tốt,5.0,một tháng trước,google_maps,2026-03-14 08:38:39
315,75,"Thị Minh Nhật Hồ
2 bài đánh giá · 1 ảnh






một năm trước
Nhân viên cự kỳ dễ thương, đã mua ở đây 1 lần và quyết định mua thêm nhiều lần sau nữa, đặc biệt là bạn nhân viên ca sáng tư vấn cho mình chiếc nhẫn, lựa toàn mẫu xinh thôi

Thích

Chia sẻ","Nhân viên cự kỳ dễ thương, đã mua ở đây 1 lần và quyết định mua thêm nhiều lần sau nữa, đặc biệt là bạn nhân viên ca sáng tư vấn cho mình chiếc nhẫn, lựa toàn mẫu xinh thôi",5.0,một năm trước,google_maps,2026-03-14 08:38:39
316,76,"Tiến Nhật Nguyễn
3 bài đánh giá · 3 ảnh






5 tháng trước
Tiệm này làm ăn không uy tín. Mọi người nên né tiệm này ra.
Vừa rồi mình có sửa cái lắc tay chổ này. Làm thêm 2 mắc xích đơn giản mà công hơn 500k nhưng không đẹp. Lúc báo giá thì mập mờ, nói với mình là 7 triệu/chỉ vàng 610, đến khi tính tiền thì lại tính là 7 triệu 6, đắt hơn rất nhiều so với các cửa hàng khác ( cao nhất là 7 triệu 2). Bảng điện tử thì tắt, cân thì để sâu trong quầy cho khách khỏi thấy. Bó tay với cách làm ăn của tiệm. Vô phước lắm mới bị Ma dẫn vô đây.

Thích

Chia sẻ","Tiệm này làm ăn không uy tín. Mọi người nên né tiệm này ra.
Vừa rồi mình có sửa cái lắc tay chổ này. Làm thêm 2 mắc xích đơn giản mà công hơn 500k nhưng không đẹp. Lúc báo giá thì mập mờ, nói với mình là 7 triệu/chỉ vàng 610, đến khi tính tiền thì lại tính là 7 triệu 6, đắt hơn rất nhiều so với các cửa hàng khác ( cao nhất là 7 triệu 2). Bảng điện tử thì tắt, cân thì để sâu trong quầy cho khách khỏi thấy. Bó tay với cách làm ăn của tiệm. Vô phước lắm mới bị Ma dẫn vô đây.",1.0,5 tháng trước,google_maps,2026-03-14 08:38:43
317,76,"Tiến Nhật Nguyễn
3 bài đánh giá · 3 ảnh






5 tháng trước
Tiệm này làm ăn không uy tín. Mọi người nên né tiệm này ra.
Vừa rồi mình có sửa cái lắc tay chổ này. Làm thêm 2 mắc xích đơn giản mà công hơn 500k nhưng không đẹp. Lúc báo giá thì mập mờ, nói với mình là 7 triệu/chỉ vàng 610, đến khi tính tiền thì lại tính là 7 triệu 6, đắt hơn rất nhiều so với các cửa hàng khác ( cao nhất là 7 triệu 2). Bảng điện tử thì tắt, cân thì để sâu trong quầy cho khách khỏi thấy. Bó tay với cách làm ăn của tiệm. Vô phước lắm mới bị Ma dẫn vô đây.

Thích

Chia sẻ","Tiệm này làm ăn không uy tín. Mọi người nên né tiệm này ra.
Vừa rồi mình có sửa cái lắc tay chổ này. Làm thêm 2 mắc xích đơn giản mà công hơn 500k nhưng không đẹp. Lúc báo giá thì mập mờ, nói với mình là 7 triệu/chỉ vàng 610, đến khi tính tiền thì lại tính là 7 triệu 6, đắt hơn rất nhiều so với các cửa hàng khác ( cao nhất là 7 triệu 2). Bảng điện tử thì tắt, cân thì để sâu trong quầy cho khách khỏi thấy. Bó tay với cách làm ăn của tiệm. Vô phước lắm mới bị Ma dẫn vô đây.",1.0,5 tháng trước,google_maps,2026-03-14 08:38:43
318,76,"KIỀU KHOA
1 bài đánh giá






một tháng trước
Thấy người lớn tuổi đi đổi tiền 40 đô đổi ra có 750k, lúc sau qua xin đổi lại thì không chịu

Thích

Chia sẻ","Thấy người lớn tuổi đi đổi tiền 40 đô đổi ra có 750k, lúc sau qua xin đổi lại thì không chịu",1.0,một tháng trước,google_maps,2026-03-14 08:38:43
319,76,"KIỀU KHOA
1 bài đánh giá






một tháng trước
Thấy người lớn tuổi đi đổi tiền 40 đô đổi ra có 750k, lúc sau qua xin đổi lại thì không chịu

Thích

Chia sẻ","Thấy người lớn tuổi đi đổi tiền 40 đô đổi ra có 750k, lúc sau qua xin đổi lại thì không chịu",1.0,một tháng trước,google_maps,2026-03-14 08:38:43
320,76,"Duy Nguyễn
Local Guide · 29 bài đánh giá · 45 ảnh






4 tháng trước
Uy tín thân thiện vui vẻ

Thích

Chia sẻ",Uy tín thân thiện vui vẻ,5.0,4 tháng trước,google_maps,2026-03-14 08:38:43
321,77,"Thị Thùy Dung Nguyễn
4 bài đánh giá · 5 ảnh






7 tháng trước
Đẹp, tuyệt. Mua tặng bà và mẹ phù hợp lắm

Thích

Chia sẻ","Đẹp, tuyệt. Mua tặng bà và mẹ phù hợp lắm",5.0,7 tháng trước,google_maps,2026-03-14 08:38:47
322,77,"Thị Thùy Dung Nguyễn
4 bài đánh giá · 5 ảnh






7 tháng trước
Đẹp, tuyệt. Mua tặng bà và mẹ phù hợp lắm

Thích

Chia sẻ","Đẹp, tuyệt. Mua tặng bà và mẹ phù hợp lắm",5.0,7 tháng trước,google_maps,2026-03-14 08:38:47
323,77,"Hợp Lê minh
3 bài đánh giá






7 tháng trước
Mẫu mã đa dạng, nhân viên tư vấn rất nhiệt tình

Thích

Chia sẻ","Mẫu mã đa dạng, nhân viên tư vấn rất nhiệt tình",5.0,7 tháng trước,google_maps,2026-03-14 08:38:47
324,77,"Hợp Lê minh
3 bài đánh giá






7 tháng trước
Mẫu mã đa dạng, nhân viên tư vấn rất nhiệt tình

Thích

Chia sẻ","Mẫu mã đa dạng, nhân viên tư vấn rất nhiệt tình",5.0,7 tháng trước,google_maps,2026-03-14 08:38:47
325,77,"Олег Солонин
Local Guide · 58 bài đánh giá · 159 ảnh






6 tháng trước
Một cửa hàng đẹp và tiện nghi. Sẽ rất hữu ích cho khách du lịch 💸 …
Bản dịch của Google ・ Xem bản gốc (Tiếng Nga)

Thích

Chia sẻ",Một cửa hàng đẹp và tiện nghi. Sẽ rất hữu ích cho khách du lịch 💸 …,5.0,6 tháng trước,google_maps,2026-03-14 08:38:47
326,80,"Ngọc Trang
6 bài đánh giá · 2 ảnh






3 tháng trước
Shop nhiều sản phẩm phong thuỷ rất đẹp, nhân viên tư vấn nhiệt tình, recommend các bạn ghé tham khảo và lựa chọn mua nhé

Thích

Chia sẻ","Shop nhiều sản phẩm phong thuỷ rất đẹp, nhân viên tư vấn nhiệt tình, recommend các bạn ghé tham khảo và lựa chọn mua nhé",5.0,3 tháng trước,google_maps,2026-03-14 08:39:00
327,80,"Ngọc Trang
6 bài đánh giá · 2 ảnh






3 tháng trước
Shop nhiều sản phẩm phong thuỷ rất đẹp, nhân viên tư vấn nhiệt tình, recommend các bạn ghé tham khảo và lựa chọn mua nhé

Thích

Chia sẻ","Shop nhiều sản phẩm phong thuỷ rất đẹp, nhân viên tư vấn nhiệt tình, recommend các bạn ghé tham khảo và lựa chọn mua nhé",5.0,3 tháng trước,google_maps,2026-03-14 08:39:00
328,80,"Luong Tran
Local Guide · 23 bài đánh giá · 44 ảnh






8 tháng trước
10 điểm cho chất lượng về thẩm mỹ. Mình đặt nhẩn theo mẫu,thời gian chờ khoảng 5 hôm. Sau khi nhận sản phẩm thì rất hài lòng, quá đẹp Shop ạ cảm ơn Shop

Thích

Chia sẻ","10 điểm cho chất lượng về thẩm mỹ. Mình đặt nhẩn theo mẫu,thời gian chờ khoảng 5 hôm. Sau khi nhận sản phẩm thì rất hài lòng, quá đẹp Shop ạ cảm ơn Shop",5.0,8 tháng trước,google_maps,2026-03-14 08:39:00
329,80,"Luong Tran
Local Guide · 23 bài đánh giá · 44 ảnh






8 tháng trước
10 điểm cho chất lượng về thẩm mỹ. Mình đặt nhẩn theo mẫu,thời gian chờ khoảng 5 hôm. Sau khi nhận sản phẩm thì rất hài lòng, quá đẹp Shop ạ cảm ơn Shop

Thích

Chia sẻ","10 điểm cho chất lượng về thẩm mỹ. Mình đặt nhẩn theo mẫu,thời gian chờ khoảng 5 hôm. Sau khi nhận sản phẩm thì rất hài lòng, quá đẹp Shop ạ cảm ơn Shop",5.0,8 tháng trước,google_maps,2026-03-14 08:39:00
