id,name,address,district,lat,lng,phone,hours,rating,review_count,website,google_maps_url,source,is_verified,created_at
66,Hiệu Vàng Ngọc Phương,"chỉ: 633 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 3714 211,,4.6,9,https://www.facebook.com/ngocphuongjewelry/?ref=bookmarks,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+Ph%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x314218fec0cc89bd:0x5e60a990b1bee7c2!8m2!3d16.0716022!4d108.1860186!16s%2Fg%2F1tg7ph5v!19sChIJvYnMwP4YQjERwue-sZCpYF4?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:01
67,Cửa Hàng Trang Sức PNJ 359 Phan Châu Trinh Đà Nẵng,"chỉ: 359 Phan Châu Trinh, Bình Thuận, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 1800 545457,,5.0,359,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c+PNJ+359+Phan+Ch%C3%A2u+Trinh+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219c93c3d73a9:0x24bbac67442ab115!8m2!3d16.0569059!4d108.2189047!16s%2Fg%2F11b67f5z5h!19sChIJqXM9PMkZQjERFbEqRGesuyQ?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:05
68,Cửa hàng SJC,"chỉ: 193 Hùng Vương, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3866 667,,3.0,35,,https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+SJC/data=!4m7!3m6!1s0x31421835aecd736f:0x95e6ee6522bac7e7!8m2!3d16.067513!4d108.2160088!16s%2Fg%2F11dxf0_q_d!19sChIJb3PNrjUYQjER58e6ImXu5pU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:09
69,Hiệu Bạc Minh Trang,"chỉ: 256V+V68, Trường Chinh, Hoà Thọ Tây, Cẩm Lệ, Đà Nẵng 550000, Việt Nam",Cẩm Lệ,,,+84 906 544 212,,5.0,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+B%E1%BA%A1c+Minh+Trang/data=!4m7!3m6!1s0x31421a2d063d0b95:0xf50d64291998fa7b!8m2!3d16.012173!4d108.1930671!16s%2Fg%2F1hc2fdp62!19sChIJlQs9Bi0aQjERe_qYGSlkDfU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:14
70,Cửa hàng Trang sức PNJ tại Go! Đà Nẵng,"chỉ: Vĩnh Trung Plaza, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 1800 545457,,5.0,407,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+Trang+s%E1%BB%A9c+PNJ+t%E1%BA%A1i+Go!+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142184a850a153f:0x1e799aa3afc2345c!8m2!3d16.0669161!4d108.2138243!16s%2Fg%2F11f1zl8gh8!19sChIJPxUKhUoYQjERXDTCr6OaeR4?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:18
71,DNTN trang sức vàng bạc đá quý Hữu Đấu,"chỉ: 388 Hùng Vương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 932 693 782,,3.0,0,,https://www.google.com/maps/place/DNTN+trang+s%E1%BB%A9c+v%C3%A0ng+b%E1%BA%A1c+%C4%91%C3%A1+qu%C3%BD+H%E1%BB%AFu+%C4%90%E1%BA%A5u/data=!4m7!3m6!1s0x314219412f99302d:0x716b1da23faa19f!8m2!3d16.0669611!4d108.21188!16s%2Fg%2F11h07jj9h0!19sChIJLTCZL0EZQjERn6H6I9qxFgc?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:22
72,Hiệu Vàng Tâm Thịnh Lợi Mai,"chỉ: 142 Trần Phú, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3827 692,,3.5,30,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+T%C3%A2m+Th%E1%BB%8Bnh+L%E1%BB%A3i+Mai/data=!4m7!3m6!1s0x31421832467c06b3:0x21f25ab1b3983962!8m2!3d16.0674478!4d108.2236288!16s%2Fg%2F11flt8t8mv!19sChIJswZ8RjIYQjERYjmYs7Fa8iE?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:26
73,"Công Ty Vàng Bạc Đá Quý Phú Nhuận@ SNJ Hùng Vương, Đà Nẵng","chỉ: Hùng Vương, Phường Hải Châu 1, Quận Hải Châu, Thành Phố Đà Nẵng, Việt Nam",Hải Châu,,,+84 236 3383 689,,3.7,0,,"https://www.google.com/maps/place/C%C3%B4ng+Ty+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD+Ph%C3%BA+Nhu%E1%BA%ADn@+SNJ+H%C3%B9ng+V%C6%B0%C6%A1ng,+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142184a8d51d751:0x5625213eb02f1240!8m2!3d16.0683285!4d108.2191515!16s%2Fg%2F1vk6wpj1!19sChIJUddRjUoYQjERQBIvsD4hJVY?authuser=0&hl=vi&rclk=1",google_maps,False,2026-03-14 08:38:30
74,Trung Tâm Vàng Bạc Đá Quý DOJI Smart,"chỉ: 107 Nguyễn Văn Linh, Thạc Gián, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3698 989,,4.8,103,,https://www.google.com/maps/place/Trung+T%C3%A2m+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD+DOJI+Smart/data=!4m7!3m6!1s0x3142194944a7b30d:0x308e63f19c8164ce!8m2!3d16.0604607!4d108.2183947!16s%2Fg%2F11tmzr_s54!19sChIJDbOnREkZQjERzmSBnPFjjjA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:35
75,PNJ Art Đà Nẵng,"chỉ: 455 Núi Thành, Hoà Cường Nam, Hải Châu, Đà Nẵng 552527, Việt Nam",Hải Châu,,,+84 931 015 035,,5.0,12,http://pnjart.com.vn/,https://www.google.com/maps/place/PNJ+Art+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219d35fec5cad:0xa80beb1a2e33797d!8m2!3d16.0368661!4d108.2223497!16s%2Fg%2F11k5hnw9gr!19sChIJrVzsX9MZQjERfXkzLhrrC6g?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:39
76,Hiệu Vàng Ngọc Tuyết,"chỉ: 74 Ông Ích Đường, Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng 550000, Việt Nam",Cẩm Lệ,,,+84 905 608 828,,2.1,11,https://infodoanhnghiep.com/thong-tin/Doanh-Nghiep-Tu-Nhan-Hieu-Vang-Ngoc-Tuyet-96421.html,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+Tuy%E1%BA%BFt/data=!4m7!3m6!1s0x31421a2662038a77:0x739627fab3994bcd!8m2!3d16.0156408!4d108.2050329!16s%2Fg%2F1hc1ms1j5!19sChIJd4oDYiYaQjERzUuZs_onlnM?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:43
77,Gold World - CỬA HÀNG TRANG SỨC VÀNG BẠC ĐÁ QUÝ CAO CẤP,"chỉ: 233 Nguyễn Văn Thoại, An Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Ngũ Hành Sơn,,,,,5.0,0,,https://www.google.com/maps/place/Gold+World+-+C%E1%BB%ACA+H%C3%80NG+TRANG+S%E1%BB%A8C+V%C3%80NG+B%E1%BA%A0C+%C4%90%C3%81+QU%C3%9D+CAO+C%E1%BA%A4P/data=!4m7!3m6!1s0x3142170078d4e9fb:0xa1d645e23035a16c!8m2!3d16.0563857!4d108.2462986!16s%2Fg%2F11x5s0z7vh!19sChIJ--nUeAAXQjERbKE1MOJF1qE?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:47
78,Trung tâm Vàng Bạc Đá Quý Hanagold - Showroom Đà Nẵng,"chỉ: 60 Lê Đình Lý, phường, Thanh Khê, Đà Nẵng 50000, Việt Nam",Thanh Khê,,,+84 1900 2161,,0.0,0,https://hanagold.vn/,https://www.google.com/maps/place/Trung+t%C3%A2m+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD+Hanagold+-+Showroom+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219fd566b0df7:0xf2a61c4a16959a0e!8m2!3d16.0572351!4d108.21136!16s%2Fg%2F11yr96vw12!19sChIJ9w1rVv0ZQjERDpqVFkocpvI?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:51
79,Tiệm Vàng Vinh Kim Thanh,"chỉ: 643 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 3710 205,,5.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Vinh+Kim+Thanh/data=!4m7!3m6!1s0x314218febf771f81:0xe52f8a209b5f0516!8m2!3d16.0714436!4d108.1859302!16s%2Fg%2F1tkqxrm0!19sChIJgR93v_4YQjERFgVfmyCKL-U?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:38:56
80,Vang Vida Jewelry - Đà Nẵng,"chỉ: 24 Bình Minh1, Bình Thuận, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 376 799 797,,4.9,208,,https://www.google.com/maps/place/Vang+Vida+Jewelry+-+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219002cd658ff:0x6761de61376d7f4c!8m2!3d16.0551732!4d108.2211941!16s%2Fg%2F11m6y69pss!19sChIJ_1jWLAAZQjERTH9tN2HeYWc?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:00
81,Tiệm Vàng Hồng Ngọc,"chỉ: 3697+4J9, Ông Ích Khiêm, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3826 860,,5.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+H%E1%BB%93ng+Ng%E1%BB%8Dc/data=!4m7!3m6!1s0x3142184a7f7003d9:0x88a8f1401064eeb1!8m2!3d16.0677993!4d108.2141002!16s%2Fg%2F11cs31cnt5!19sChIJ2QNwf0oYQjERse5kEEDxqIg?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:04
82,Tiệm Vàng Phúc Thịnh,"chỉ: 256 Hùng Vương, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3824 964,,3.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Ph%C3%BAc+Th%E1%BB%8Bnh/data=!4m7!3m6!1s0x31421835a1f9d82f:0x6af5cf648c89b00a!8m2!3d16.0677111!4d108.215591!16s%2Fg%2F11j34wcnxr!19sChIJL9j5oTUYQjERCrCJjGTP9Wo?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:09
83,Cửa Hàng Trang Sức PNJ Next 123 Nguyễn Văn Linh - Đà Nẵng,"chỉ: 123 Nguyễn Văn Linh, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 1800 545457,,4.9,123,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c+PNJ+Next+123+Nguy%E1%BB%85n+V%C4%83n+Linh+-+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x31421982446594bd:0xdf7583ad87b6efb5!8m2!3d16.0604327!4d108.2158932!16s%2Fg%2F11fnwz9gvt!19sChIJvZRlRIIZQjERte-2h62Ddd8?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:13
84,Cửa Hàng Trang Sức PNJ 513 Điện Biên Phủ Đà Nẵng,"chỉ: 513 Điện Biên Phủ, P, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 1800 545457,,4.9,513,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c+PNJ+513+%C4%90i%E1%BB%87n+Bi%C3%AAn+Ph%E1%BB%A7+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142193fa3f7ad61:0x9a68f1c47b5b5c1b!8m2!3d16.0654108!4d108.1857032!16s%2Fg%2F11ftsygt89!19sChIJYa33oz8ZQjERG1xbe8TxaJo?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:18
85,ĐẠI LÝ VÀNG BẠC PHÚ QUÝ ĐÀ NẴNG - VÀNG BẠC CÁT TƯỜNG,"chỉ: 263 Nguyễn Hữu Thọ, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 934 985 987,,4.8,21,https://ctj.com.vn/,https://www.google.com/maps/place/%C4%90%E1%BA%A0I+L%C3%9D+V%C3%80NG+B%E1%BA%A0C+PH%C3%9A+QU%C3%9D+%C4%90%C3%80+N%E1%BA%B4NG+-+V%C3%80NG+B%E1%BA%A0C+C%C3%81T+T%C6%AF%E1%BB%9CNG/data=!4m7!3m6!1s0x314219cdac7a84bf:0xb8126700ed37b767!8m2!3d16.0417874!4d108.2105414!16s%2Fg%2F11yj8lfj6r!19sChIJv4R6rM0ZQjERZ7c37QBnErg?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:22
86,Trung Tâm Vàng Bạc Đá Quý HanaGold - Đà Nẵng,"chỉ: toà nhà Misa, 188 Đ. 30/4, Hoà Cường Bắc, Quận Hải C, Đà Nẵng, Việt Nam",Đà Nẵng,,,+84 1900 2161,,5.0,73,https://hanagold.vn/,https://www.google.com/maps/place/Trung+T%C3%A2m+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD+HanaGold+-+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142195e79fd6ca3:0x930f1a4bed1988b2!8m2!3d16.0406649!4d108.2179812!16s%2Fg%2F11wy2s5fxd!19sChIJo2z9eV4ZQjERsogZ7UsaD5M?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:27
87,Công Ty Vàng Bạc Đá Quý,"chỉ: 122 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,+84 236 3891 965,,1.0,0,,https://www.google.com/maps/place/C%C3%B4ng+Ty+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD/data=!4m7!3m6!1s0x314219b46282d0a7:0x52b72e7def4cdfb3!8m2!3d16.0616246!4d108.2090808!16s%2Fg%2F1tx4lvjc!19sChIJp9CCYrQZQjERs99M730ut1I?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:31
88,Vua Đá Quý - Đá Phong Thuỷ TTGemstone,"chỉ: 114 Huyền Trân Công Chúa, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam",Ngũ Hành Sơn,,,+84 935 219 712,,4.9,125,https://vuadaquyttgemstone.com/,https://www.google.com/maps/place/Vua+%C4%90%C3%A1+Qu%C3%BD+-+%C4%90%C3%A1+Phong+Thu%E1%BB%B7+TTGemstone/data=!4m7!3m6!1s0x3142111811cc2383:0x57837db4f1b4ee65!8m2!3d16.0022937!4d108.2640403!16s%2Fg%2F11sx01nzl1!19sChIJgyPMERgRQjERZe608bR9g1c?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:35
89,Kim Ngân Silver - Đại lý Bạc Phú Quý Đà Nẵng,"chỉ: 58 Bắc Sơn, Hoà An, Cẩm Lệ, Đà Nẵng 50000, Việt Nam",Cẩm Lệ,,,+84 935 565 894,,5.0,13,http://www.bacphuquydanang.com/,https://www.google.com/maps/place/Kim+Ng%C3%A2n+Silver+-+%C4%90%E1%BA%A1i+l%C3%BD+B%E1%BA%A1c+Ph%C3%BA+Qu%C3%BD+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219e934f64229:0x5d51de56df252f89!8m2!3d16.0567848!4d108.1758693!16s%2Fg%2F11zh_w_w9m!19sChIJKUL2NOkZQjERiS8l31beUV0?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:39
90,Đại Lý Bạc Phú Quý Đà Nẵng - Ngân Lượng,"chỉ: 197 Nguyễn Văn Linh, Phường, Hải Châu, Đà Nẵng 500000, Việt Nam",Hải Châu,,,+84 763 600 889,,5.0,0,,https://www.google.com/maps/place/%C4%90%E1%BA%A1i+L%C3%BD+B%E1%BA%A1c+Ph%C3%BA+Qu%C3%BD+%C4%90%C3%A0+N%E1%BA%B5ng+-+Ng%C3%A2n+L%C6%B0%E1%BB%A3ng/data=!4m7!3m6!1s0x3142193c670aba3f:0x11c1af4be8ab35d2!8m2!3d16.0601189!4d108.2140058!16s%2Fg%2F11xdsdd9tn!19sChIJP7oKZzwZQjER0jWr6EuvwRE?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:43
91,Hiệu vàng Lộc Quý,"chỉ: 523/3 Điện Biên Phủ, Hoà An, Thanh Khê, Đà Nẵng 550000, Việt Nam",Thanh Khê,,,,,4.7,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+v%C3%A0ng+L%E1%BB%99c+Qu%C3%BD/data=!4m7!3m6!1s0x314219ad6ea7d485:0x5487d81600d9f2b5!8m2!3d16.0651124!4d108.185574!16s%2Fg%2F11ng6ryd6b!19sChIJhdSnbq0ZQjERtfLZABbYh1Q?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:48
92,doanh nghiệp vàng bạc HOA KIM PHƯƠNG,"chỉ: 25 Hồ Quý Ly, Thanh Khê Tây, Thanh Khê, Đà Nẵng, Việt Nam",Thanh Khê,,,+84 236 3761 120,,4.0,0,,https://www.google.com/maps/place/doanh+nghi%E1%BB%87p+v%C3%A0ng+b%E1%BA%A1c+HOA+KIM+PH%C6%AF%C6%A0NG/data=!4m7!3m6!1s0x314218e68332741b:0x1f35e59b22539dbd!8m2!3d16.0760571!4d108.1723664!16s%2Fg%2F11b67k057d!19sChIJG3Qyg-YYQjERvZ1TIpvlNR8?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:52
93,Hoàng - Trang sức Vàng Bạc Đá Quý,"chỉ: Tổ 5 thôn Phú Thượng, Hoà Sơn, Hòa Vang, Đà Nẵng 550000, Việt Nam",Hòa Vang,,,+84 924 438 686,,0.0,0,,https://www.google.com/maps/place/Ho%C3%A0ng+-+Trang+s%E1%BB%A9c+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD/data=!4m7!3m6!1s0x31421f2f11335533:0x268229f7650ed6d7!8m2!3d16.0524292!4d108.1024177!16s%2Fg%2F11vjm2jzc8!19sChIJM1UzES8fQjER19YOZfcpgiY?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:39:56
94,Trung Tâm Vàng Bạc Đá Quý Đà Nẵng,"chỉ: 188 Hùng Vương, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3567 656,,4.5,0,https://danangaz.com/cua-hang-da-nang/cua-hang-vang-bac-uy-tin-tai-da-nang/,https://www.google.com/maps/place/Trung+T%C3%A2m+V%C3%A0ng+B%E1%BA%A1c+%C4%90%C3%A1+Qu%C3%BD+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314218344ea3f435:0x40acedb809f7b550!8m2!3d16.0683032!4d108.2174512!16s%2Fg%2F1td3chs2!19sChIJNfSjTjQYQjERULX3CbjtrEA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:00
95,Tin Thanh Jewelry Shop,"chỉ: 136 Trần Phú, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3823 705,,4.4,139,,https://www.google.com/maps/place/Tin+Thanh+Jewelry+Shop/data=!4m7!3m6!1s0x3142183234e11cf1:0xa28e8170b7c190fe!8m2!3d16.067959!4d108.2237126!16s%2Fg%2F1pzwp_z7r!19sChIJ8RzhNDIYQjER_pDBt3CBjqI?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:04
96,Hiệu vàng Kim Mai,"chỉ: 223 Hùng Vương, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3823 932,,4.8,13,,https://www.google.com/maps/place/Hi%E1%BB%87u+v%C3%A0ng+Kim+Mai/data=!4m7!3m6!1s0x3142184a8d51d751:0x70807a6a94b6a83d!8m2!3d16.0673511!4d108.2150976!16s%2Fg%2F1wn_3lbl!19sChIJUddRjUoYQjERPai2lGp6gHA?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:09
97,Thế Giới Kim Cương Lotte Mart Đà Nẵng,"chỉ: Số 6 Nại Nam, P, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 1800 9298,,5.0,94,http://thegioikimcuong.vn/,https://www.google.com/maps/place/Th%E1%BA%BF+Gi%E1%BB%9Bi+Kim+C%C6%B0%C6%A1ng+Lotte+Mart+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219b9476cd6fd:0xe393dde6fab7c375!8m2!3d16.035044!4d108.229228!16s%2Fg%2F11fn4b5mky!19sChIJ_dZsR7kZQjERdcO3-ubdk-M?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:13
98,Vàng Bạc cầm đồ NGỌC HOÀ,"chỉ: 193 Đống Đa, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 905 160 120,,5.0,34,,https://www.google.com/maps/place/V%C3%A0ng+B%E1%BA%A1c+c%E1%BA%A7m+%C4%91%E1%BB%93+NG%E1%BB%8CC+HO%C3%80/data=!4m7!3m6!1s0x3142195440534551:0x7e97b4188ff6b8a6!8m2!3d16.076558!4d108.2160418!16s%2Fg%2F11x_jgj154!19sChIJUUVTQFQZQjERprj2jxi0l34?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:17
99,Vàng Spa - 59 Phan Huy Ôn,"chỉ: 59 Phan Huy Ôn, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Việt Nam",Hải Châu,,,+84 886 801 139,,4.9,59,,https://www.google.com/maps/place/V%C3%A0ng+Spa+-+59+Phan+Huy+%C3%94n/data=!4m7!3m6!1s0x314219b5a1a113ab:0x418f96643c526a9d!8m2!3d16.0374973!4d108.2191944!16s%2Fg%2F11q35xv4ld!19sChIJqxOhobUZQjERnWpSPGSWj0E?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:21
100,Hiệu Vàng Phia Vân,"chỉ: 336 Ông Ích Khiêm, Thạc Gián, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3835 679,,1.0,9,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Phia+V%C3%A2n/data=!4m7!3m6!1s0x3142184a77d426c3:0xf37370f773428bb9!8m2!3d16.067895!4d108.2137946!16s%2Fg%2F11r90w65g!19sChIJwybUd0oYQjERuYtCc_dwc_M?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:26
101,Hiệu Vàng Ngọc Liên,"chỉ: 27 Trưng Nữ Vương, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 236 3574 475,,0.0,17,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Ng%E1%BB%8Dc+Li%C3%AAn/data=!4m7!3m6!1s0x314219cc38f4899b:0xa891eedd2eab56b0!8m2!3d16.059551!4d108.222031!16s%2Fg%2F1td30jgh!19sChIJm4n0OMwZQjERsFarLt3ukag?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:30
102,Cửa Hàng Trang Sức PNJ Center 212 Đống Đa Đà Nẵng,"chỉ: 212 Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 1800 545457,,5.0,212,https://www.pnj.com.vn/,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+Trang+S%E1%BB%A9c+PNJ+Center+212+%C4%90%E1%BB%91ng+%C4%90a+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x314219a08a6eb9a3:0x38c5a0acbba51472!8m2!3d16.0781977!4d108.2169065!16s%2Fg%2F11j5ydn13n!19sChIJo7luiqAZQjERchSlu6ygxTg?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:35
103,Tiệm Vàng Kim Hưng Phát,"chỉ: 114 Lương Ngọc Quyến, Thanh Bình, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 935 324 252,,5.0,0,,https://www.google.com/maps/place/Ti%E1%BB%87m+V%C3%A0ng+Kim+H%C6%B0ng+Ph%C3%A1t/data=!4m7!3m6!1s0x314218392ad5146f:0x24604cde203d7537!8m2!3d16.0809813!4d108.2169705!16s%2Fg%2F11c1t54_1l!19sChIJbxTVKjkYQjERN3U9IN5MYCQ?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:39
104,Hiệu Vàng Hanh Dung,"chỉ: 352 Ông Ích Khiêm, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,,,3.7,0,,https://www.google.com/maps/place/Hi%E1%BB%87u+V%C3%A0ng+Hanh+Dung/data=!4m7!3m6!1s0x31421900109bc339:0xf477cced7704214a!8m2!3d16.0694964!4d108.2136761!16s%2Fg%2F11vm897_5l!19sChIJOcObEAAZQjERSiEEd-3Md_Q?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:43
105,Mạ vàng đồng hồ Đà Nẵng,"chỉ: 174A Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 55000, Việt Nam",Hải Châu,,,+84 236 3922 789,,4.5,15,,https://www.google.com/maps/place/M%E1%BA%A1+v%C3%A0ng+%C4%91%E1%BB%93ng+h%E1%BB%93+%C4%90%C3%A0+N%E1%BA%B5ng/data=!4m7!3m6!1s0x3142191766ca6339:0xc53d9ea961e71369!8m2!3d16.0791841!4d108.2174955!16s%2Fg%2F11p5_ccfvg!19sChIJOWPKZhcZQjERaRPnYamePcU?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:48
106,Vàng Nâu Cake Studio,"chỉ: 83 Lê Hồng Phong, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam",Hải Châu,,,+84 905 863 700,,3.7,57,https://www.facebook.com/Vangnaucs/,https://www.google.com/maps/place/V%C3%A0ng+N%C3%A2u+Cake+Studio/data=!4m7!3m6!1s0x314219ff9ee09c1d:0x2a27598a2fa21494!8m2!3d16.0640738!4d108.2190715!16s%2Fg%2F11h6ynmbp7!19sChIJHZzgnv8ZQjERlBSiL4pZJyo?authuser=0&hl=vi&rclk=1,google_maps,False,2026-03-14 08:40:52
